TCGA_3L_AA1B_01A	TCGA_4N_A93T_01A	TCGA_4T_AA8H_01A	TCGA_5M_AAT4_01A
100131250	0	0	1	0
100131252	0	0	0	1
100131261	31	1	0	34
100131268	0	3	0	0
100131279	0	0	0	0
100131281	0	0	0	0
100131284	0	0	0	0
100131291	0	2	0	1
100131302	0	0	0	0
100131303	0	0	0	0
100131309	0	1	0	0
100131315	2	1	1	0
100131320	1	1	0	0
100131327	1	0	0	0
100131328	3	1	1	0
100131338	2	1	0	0
100131339	1	2	0	0
100131340	0	0	0	0
100131347	14	2	3	9
100131358	5	2	0	1
100131366	7	30	2	8
100131369	1	1	0	0
100131370	0	0	0	0
100131374	0	0	0	0
100131378	1	5	6	0
100131379	0	0	0	0
100131388	5	0	4	2
100131390	4	0	0	18
100131393	0	0	0	0
100131396	0	0	0	0
100131415	0	0	0	0
100131418	0	0	0	0
100131434	68	108	30	38
100131439	5	0	4	2
100131440	1	0	5	1
100131442	0	0	0	0
100131448	0	0	0	0
100131451	0	0	0	0
100131454	16	16	6	18
100131457	1	3	0	1
100131469	0	0	0	0
100131471	29	18	16	31
100131478	3	0	0	3
100131481	0	0	0	0
100131482	0	0	0	0
100131493	0	0	0	0
100131520	1	0	0	0
100131526	45	27	53	62
100131527	0	0	0	0
100131528	0	0	0	0
100131533	0	0	0	0
100131535	0	0	0	1
100131539	2	0	2	2
100131546	0	0	0	0
100131548	0	0	0	0
100131550	0	0	0	0
100131551	8	5	8	31
100131556	1	6	1	2
100131562	1	0	1	1
100131564	782	274	352	491
100131565	0	0	0	2
100131568	0	0	0	0
100131572	9	10	3	3
100131577	0	0	0	0
100131604	1	6	0	3
100131608	0	0	0	0
100131609	1	2	0	2
100131611	0	0	0	0
100131614	11	4	0	2
100131616	0	0	0	0
100131617	0	1	0	0
100131623	1	2	0	0
100131624	1	0	0	0
100131629	0	0	0	0
100131638	8	8	0	8
100131641	0	1	0	0
100131655	34	35	19	31
100131656	1	2	0	1
100131661	2	3	0	0
100131671	0	0	0	5
100131672	9	16	2	16
100131678	2	0	0	0
100131685	0	0	0	0
100131688	0	0	0	0
100131691	97	135	90	135
100131693	10	6	3	7
100131695	0	0	0	0
100131711	0	0	0	0
100131713	134	21	3	9
100131726	0	8	2	0
100131733	8	12	5	2
100131740	0	0	0	0
100131743	10	10	0	10
100131755	897	200	273	193
100131775	0	1	0	0
100131777	0	0	0	0
100131784	0	0	0	0
100131787	6	4	0	3
100131788	1	1	1	6
100131789	0	0	0	0
100131797	0	1	0	0
100131800	0	0	0	0
100131801	129	246	64	104
100131805	0	0	0	0
100131810	0	0	0	0
100131814	46	46	19	26
100131816	0	0	0	0
100131823	0	0	0	0
100131825	24	5	0	4
100131827	288	506	167	351
100131828	7	1	5	2
100131832	0	0	0	0
100131842	1	2	0	0
100131846	0	1	0	1
100131852	0	0	0	0
100131855	0	0	0	0
100131863	293	393	102	288
100131868	20	214	22	23
100131874	0	1	0	0
100131879	0	0	0	0
100131881	0	0	0	0
100131890	0	0	0	0
100131893	0	0	0	0
100131897	27	0	0	1
100131899	0	0	0	0
100131902	0	0	0	0
100131905	4	9	1	4
100131913	0	0	0	0
100131921	0	0	0	0
100131924	0	0	0	0
100131932	0	0	0	0
100131934	1	1	0	1
100131935	0	0	0	0
100131940	2	1	0	0
100131945	1	0	0	3
100131947	1	1	0	0
100131950	0	0	0	1
100131953	5	0	0	4
100131958	1	0	0	1
100131961	6	3	0	0
100131964	1	1	2	3
100131971	0	2	0	0
100131977	0	0	0	0
100131980	0	0	0	0
100131981	0	0	0	0
100131983	1	1	0	2
100131991	1	0	0	0
100131995	1	0	0	0
100131997	9	17	9	24
100131998	133	327	106	137
100132015	0	0	0	1
100132031	0	0	0	0
100132036	0	0	0	1
100132037	0	0	0	0
100132047	0	0	0	0
100132056	0	0	0	0
100132057	66	35	26	52
100132058	0	2	1	3
100132061	1	2	0	1
100132066	86	44	38	134
100132073	1	1	0	0
100132074	147	35	15	21
100132076	1	0	0	0
100132079	1	0	0	0
100132086	0	0	0	0
100132100	0	0	0	0
100132101	2	0	0	0
100132103	2	0	0	1
100132104	0	0	0	0
100132111	27	21	22	20
100132116	164	44	26	60
100132121	0	0	0	0
100132122	6	1	8	5
100132124	0	0	0	0
100132126	1	0	0	1
100132127	2	0	0	0
100132132	0	0	0	0
100132142	1	0	1	0
100132146	3	3	0	10
100132147	3	18	0	3
100132153	0	1	0	0
100132159	31	8	22	8
100132163	12	26	5	8
100132166	0	0	0	1
100132169	1	3	3	7
100132173	0	0	0	0
100132174	0	0	0	0
100132195	0	0	0	0
100132199	4	1	12	19
100132201	0	0	0	1
100132202	1	0	0	0
100132215	24	15	12	31
100132223	2	3	0	0
100132234	159	498	109	148
100132247	75	241	31	104
100132251	0	0	0	0
100132260	0	0	0	0
100132264	6	0	2	3
100132265	1	3	1	1
100132268	0	0	0	0
100132273	138	65	72	52
100132288	89	16	41	1
100132289	0	2	0	0
100132291	3	3	2	1
100132295	0	0	0	0
100132304	0	0	0	0
100132308	0	0	0	0
100132311	0	0	0	0
100132321	0	0	0	0
100132322	0	0	0	0
100132332	0	0	0	0
100132340	0	0	0	0
100132341	871	1030	481	784
100132346	1	1	0	1
100132352	207	330	116	230
100132355	0	0	0	0
100132358	0	0	0	1
100132372	4	0	0	1
100132376	0	0	0	0
100132380	6	10	1	2
100132382	0	1	0	0
100132386	0	0	0	3
100132396	0	0	0	0
100132399	0	0	0	0
100132400	0	1	0	0
100132402	0	0	0	0
100132403	1	1	3	2
100132406	73	52	42	75
100132413	0	0	0	0
100132415	29	20	18	36
100132417	4	1	0	2
100132420	0	0	0	0
100132421	0	0	0	0
100132441	0	0	2	0
100132450	4	0	1	0
100132456	3	0	0	0
100132463	0	0	0	1
100132464	1	0	0	0
100132467	0	0	0	0
100132476	1	0	0	0
100132479	0	0	0	0
100132487	0	0	0	1
100132488	4	2	2	1
100132496	0	6	1	3
100132498	0	0	0	2
100132499	8	6	3	5
100132501	10	2	3	1
100132504	0	0	0	0
100132509	0	0	0	0
100132510	0	0	0	0
100132520	0	0	0	0
100132526	1	0	0	1
100132529	0	2	0	1
100132534	0	0	1	1
100132537	1	0	0	0
100132541	0	1	0	0
100132562	2	0	0	6
100132565	0	0	0	0
100132580	14	2	4	5
100132591	0	0	0	0
100132594	2	0	9	3
100132597	0	0	0	0
100132598	0	0	0	0
100132601	5	2	0	0
100132606	0	0	0	0
100132612	0	0	0	0
100132615	0	0	0	0
100132617	1	0	0	0
100132618	4	11	10	2
100132619	0	0	0	0
100132621	0	0	0	0
100132630	4	2	0	4
100132641	0	0	0	0
100132644	173	212	79	38
100132645	2	2	0	1
100132656	1	0	1	0
100132658	13	9	9	62
100132672	0	0	0	0
100132673	2	0	0	1
100132677	3	3	0	2
100132678	9	3	5	5
100132681	0	1	0	1
100132683	2	2	0	3
100132699	0	0	0	0
100132707	432	257	178	284
100132708	0	0	0	0
100132712	0	0	0	0
100132722	1	31	9	1
100132724	3	0	0	1
100132735	1	1	0	0
100132736	1	3	0	1
100132742	38	39	16	32
100132753	0	0	0	0
100132759	0	0	0	0
100132766	0	0	0	0
100132772	0	0	0	0
100132774	106	66	42	83
100132778	0	0	0	0
100132795	3	5	1	3
100132796	0	0	0	0
100132803	13	23	4	11
100132808	0	0	0	0
100132812	3	0	0	1
100132813	7	3	0	4
100132815	437	442	138	267
100132824	4	1	1	4
100132831	0	0	0	0
100132832	0	0	0	0
100132841	0	0	0	0
100132849	0	0	0	0
100132863	1	8	0	3
100132871	0	0	0	0
100132891	100	14	7	27
100132906	0	0	0	0
100132911	0	0	0	0
100132916	1	0	1	0
100132917	0	0	0	0
100132918	0	0	0	0
100132920	1	0	0	1
100132922	0	0	0	0
100132923	42	7	13	37
100132924	0	2	0	1
100132929	0	0	0	0
100132932	0	0	0	0
100132938	0	0	0	0
100132940	0	0	0	0
100132948	17	27	20	22
100132949	0	0	0	0
100132961	0	0	0	0
100132963	1	0	1	0
100132965	0	1	0	0
100132967	0	0	0	0
100132972	13	28	2	9
100132973	0	0	0	0
100132978	0	5	2	5
100132979	6	0	0	0
100132992	0	0	0	0
100132994	0	0	0	0
100132995	1	1	0	0
100133005	6	4	4	9
100133012	0	0	0	0
100133024	0	0	0	0
100133036	2	3	3	0
100133037	2	0	1	1
100133038	5	2	2	1
100133040	0	1	0	1
100133044	0	0	1	0
100133050	1	0	0	1
100133053	0	0	0	0
100133059	0	0	0	0
100133064	0	0	0	0
100133073	6	1	0	0
100133074	0	0	0	0
100133079	0	0	0	0
100133087	0	0	0	0
100133093	0	0	0	0
100133100	0	0	0	0
100133103	0	0	0	0
100133121	0	0	2	1
100133122	0	0	0	0
100133123	0	0	1	3
100133128	0	0	0	0
100133139	1	1	0	1
100133161	19	5	6	5
100133162	0	0	0	1
100133163	0	0	0	0
100133168	0	1	1	0
100133170	2	2	3	4
100133172	7	0	3	0
100133180	5	4	1	15
100133190	108	678	121	209
100133193	0	1	0	0
100133203	0	0	0	0
100133204	18	32	15	16
100133205	28	24	9	17
100133206	0	0	0	0
100133210	0	0	0	0
100133211	4	0	0	4
100133212	0	0	0	0
100133220	3	0	1	0
100133234	1	0	0	0
100133251	0	0	0	0
100133255	0	0	0	0
100133259	0	0	0	0
100133261	0	0	0	0
100133262	1	0	1	0
100133265	1	0	0	1
100133267	0	0	0	0
100133268	0	0	0	0
100133273	19	30	9	25
100133285	0	0	0	0
100133286	4	15	7	3
100133307	0	1	2	0
100133308	0	0	12	0
100133309	1	0	1	1
100133310	0	0	0	0
100133311	89	500	27	77
100133314	1	0	0	0
100133315	61	33	37	57
100133321	0	0	1	2
100133330	0	0	0	0
100133461	0	0	0	0
100133545	4	3	0	10
100133612	261	375	26	45
100133668	0	0	0	0
100133669	1	6	0	12
100133941	46543	113609	45835	37295
100133957	38	54	9	53
100133985	36	11	4	7
100133991	384	419	209	310
100134015	57	24	7	21
100134229	1467	1616	718	876
100134259	7	5	4	3
100134444	0	0	0	0
100134713	20	28	16	19
100134869	89	18	46	71
100134934	1	3	1	6
100134938	0	0	0	0
100135063	0	0	0	0
100135064	0	0	0	0
100135756	0	0	0	0
100137047	18	6	12	12
100137049	18	17	7	17
10014	2667	3661	1276	2957
100141515	4	5	7	9
100144435	0	0	0	0
100144494	24	4	12	21
100144595	0	0	0	0
100144596	1	0	0	0
100144597	0	0	0	0
100144602	0	0	0	0
100144603	54	157	34	170
100144604	12	1	16	2
100144748	63	53	37	62
100147744	0	0	0	0
100147745	0	0	0	0
100147746	2	2	1	1
100147747	0	0	0	0
100147749	0	0	0	0
100147750	16	22	9	11
100147751	0	0	0	0
100147752	1	0	0	1
100147754	0	0	0	0
100147755	0	0	0	0
100147756	0	0	0	0
100147757	0	0	0	0
100147758	0	0	0	0
100147759	0	0	0	0
100147760	0	0	0	0
100147761	0	0	0	0
100147762	0	0	0	0
100147766	0	0	1	2
100147767	0	0	0	1
100147768	2	3	1	1
100147769	0	0	0	0
100147770	0	0	0	0
100147771	0	0	0	0
100147773	12	21	0	13
100147811	0	0	1	2
100147812	0	0	0	0
100147813	0	0	0	0
100147814	0	0	0	0
100147815	0	1	0	0
100147816	0	0	0	0
100147817	0	0	0	0
100147821	0	0	0	0
100147822	0	0	0	0
100147824	0	0	0	0
100147825	0	0	0	0
100147827	3	1	3	7
100147828	0	1	0	0
100147830	0	0	0	1
100147832	3	3	1	0
100147833	0	0	0	0
100147834	0	0	0	0
100147835	1	0	2	4
100147836	5	2	0	2
100147837	0	0	0	1
10015	8109	10893	8796	6886
100151640	4	5	5	2
100151641	0	0	0	0
100151642	1	1	0	0
100151643	0	0	0	0
100151645	0	0	0	1
100151647	0	0	0	0
100151648	0	0	0	0
100151649	0	0	0	0
100151650	0	0	0	0
100151651	0	0	0	0
100151652	0	0	0	0
100151654	0	0	0	0
100151655	0	0	0	0
100151656	1	0	0	0
100151657	0	0	0	0
100151658	0	0	0	0
100151661	0	0	1	1
100151663	0	0	0	0
100151664	0	0	0	0
100151665	0	0	0	0
100151666	0	0	0	0
100151667	0	0	2	0
100151668	0	0	0	0
100151670	0	0	0	0
100151671	0	0	0	0
100151672	6	0	2	2
100151674	1	0	1	0
100151676	0	0	1	0
100151677	0	0	0	0
100151678	0	0	0	0
100151679	0	0	0	0
100151681	0	1	3	0
100151682	0	0	0	0
100151683	3	5	3	5
100151684	0	0	0	0
100151685	0	0	0	0
100151686	0	0	1	0
100151687	0	1	0	0
100151688	0	0	0	0
100158257	0	0	0	0
10016	943	646	363	507
100169751	0	0	0	0
100169752	0	0	0	0
100169753	0	0	0	0
100169754	0	0	0	0
100169755	0	0	0	0
100169756	0	0	0	0
100169757	0	0	0	0
100169758	0	0	0	0
100169759	0	0	0	0
100169760	0	0	0	0
100169761	0	0	0	0
100169762	0	0	0	0
100169763	0	0	0	0
100169764	0	0	0	0
100169765	0	0	0	0
100169766	0	0	0	0
100169767	0	0	0	0
100169768	0	0	0	0
100169834	4	2	0	2
100169850	2	0	0	0
100169851	0	0	0	0
100169989	0	1	0	0
10017	44	67	0	17
100170229	57	50	32	47
100170765	6	0	0	1
100170841	542	535	672	2188
100174857	0	3	3	7
100174949	0	0	0	0
10018	689	1152	337	965
100187716	0	0	0	0
100188847	0	0	0	0
100188891	0	0	0	0
100188893	0	0	0	0
100188945	3	1	0	3
100188949	53	320	24	18
100188953	14	6	2	1
100188954	11	32	38	48
100189478	0	0	0	0
100189512	0	0	0	0
100189589	3	12	4	0
10019	1015	411	207	1181
100190799	1	2	2	1
100190800	28	16	7	76
100190923	1	0	0	0
100190924	0	0	0	0
100190938	93	80	2	11
100190939	687	1518	559	625
100190940	4494	69	498	510
100190947	2	4	2	4
100190949	35	90	15	86
100190952	0	0	0	1
100190954	0	1	0	0
100190955	0	0	0	0
100190956	0	0	0	0
100191039	2	1	0	0
100191040	108	144	34	81
100192204	1	6	1	1
100192378	1	0	0	1
100192420	3	0	0	1
100194425	1	1	0	0
100194426	1	0	0	1
1002	26	94	14	62
10020	1639	4294	2412	6004
10021	4	0	0	0
100216001	7	18	3	75
100216336	38	55	11	35
100216338	1	2	1	1
100216339	2	2	0	1
100216340	0	1	0	0
100216341	0	5	1	1
100216342	2	2	1	0
100216355	1	3	4	4
100216356	0	0	1	1
100216479	0	1	5	5
100216487	0	0	0	0
100216505	0	0	0	0
100216517	0	0	0	1
100216544	2	0	0	1
100216545	180	357	59	130
100216546	254	1822	112	211
100217367	1	0	0	0
10022	3	0	7	0
10023	255	448	165	357
100233146	0	0	0	0
100233198	86	49	57	207
100233209	179	49	25	24
10024	734	943	794	2015
100240707	0	0	0	2
100240708	1	2	5	4
100240709	5	3	0	4
100240710	0	0	1	0
100240711	1	1	1	1
100240712	0	0	0	0
100240713	0	0	0	1
10025	3437	2435	2200	3559
10026	1114	593	591	935
100268168	10	11	4	15
100270648	0	1	0	0
100270673	0	0	0	1
100270679	0	0	0	0
100270680	6	9	4	22
100270709	0	2	0	1
100270746	21	68	24	42
100270753	0	0	0	0
100270754	0	0	0	0
100270755	0	1	0	1
100270790	0	0	0	0
100270804	112	217	11	37
100270823	2	3	0	2
100270832	7	3	0	7
100270833	6	2	1	1
100270834	1	0	1	0
100270835	0	0	0	0
100270836	0	0	0	1
100270837	0	0	0	0
100270838	0	0	0	0
100270839	2	0	1	3
100270840	11	8	8	20
100270841	3	9	1	3
100270843	0	0	0	0
100270844	32	0	0	0
100270845	1	2	0	1
100270846	0	0	0	0
100270847	1	0	0	0
100270848	0	3	0	0
100270850	4	6	1	1
100270851	3	0	0	3
100270852	8	1	0	2
100270853	6	2	0	1
100270854	12	18	4	21
100270856	0	0	0	0
100270857	0	0	0	0
100270858	3	1	4	9
100270859	0	0	0	0
100270860	3	4	2	8
100270864	0	0	0	0
100270867	0	0	0	0
100270868	0	0	0	0
100270869	1	0	0	0
100270870	0	0	0	0
100270871	0	0	0	0
100270872	1	1	0	1
100270873	9	9	0	3
100270874	0	1	0	0
100270875	0	0	0	0
100270876	0	0	0	0
100270877	1	1	0	0
100270878	1	3	1	1
100270879	5	0	0	1
100270880	0	0	0	0
100270881	0	0	0	0
100270882	4	3	0	1
100270885	0	0	0	0
100270887	1	0	0	0
100270888	2	2	0	1
100270891	1	0	1	0
100270895	2	4	0	2
100270896	34	7	10	13
100270897	0	1	0	1
100270899	0	0	0	0
100270903	0	0	0	0
100270904	0	0	0	0
100270905	0	1	1	2
100270906	0	0	0	0
100270907	0	0	0	0
100270908	0	0	0	0
100270909	0	3	0	5
100270912	2	0	0	1
100270913	0	0	0	0
100270914	0	0	0	0
100270915	0	0	0	0
100270916	0	0	0	0
100270917	0	0	0	0
100270918	0	0	0	0
100270919	0	0	0	0
100270920	4	3	0	3
100270921	1	0	0	5
100270922	1	0	0	0
100270923	0	0	0	0
100270924	0	0	0	0
100270925	0	0	0	0
100270926	13	16	6	12
100270928	14	5	12	50
100270930	0	0	0	0
100270933	0	1	0	1
100270934	1	1	0	0
100270935	0	1	0	0
100270936	1	0	0	0
100270937	2	2	0	1
100270938	0	0	0	0
100270939	0	0	0	1
100270940	10	2	6	5
100270941	0	0	0	0
100270943	0	0	0	0
100270946	11	21	3	9
100270950	0	0	0	0
100270951	0	0	0	0
100270952	0	1	0	0
100270953	0	0	0	0
100270954	3	2	0	1
100270955	0	1	0	0
100270956	0	1	0	0
100270957	0	0	0	0
100270959	2	3	1	2
100270960	0	0	0	0
100270961	0	0	0	0
100270962	0	0	0	0
100270963	2	2	0	1
100270964	23	41	10	21
100270965	0	0	0	0
100270967	0	0	0	0
100270969	0	1	0	0
100270970	3	4	1	4
100270971	8	2	6	12
100270972	3	0	0	0
100270974	3	2	2	6
100270975	0	0	0	0
100270976	1	0	0	0
100270977	0	0	0	0
100270978	0	0	0	0
100270979	0	3	0	1
100270980	0	0	0	0
100270981	0	0	0	0
100270982	0	0	0	0
100270983	0	0	0	0
100270984	0	0	0	0
100270985	1	1	2	1
100270986	0	0	0	0
100270987	0	0	0	0
100270988	1	1	0	1
100270989	0	0	0	0
100270990	0	0	0	0
100270991	0	0	0	0
100270992	0	0	0	0
100270993	0	0	0	0
100270994	0	0	0	0
100270998	4	2	1	2
100270999	1	0	0	0
100271001	1	0	0	1
100271002	0	2	0	0
100271003	12	9	2	7
100271004	2	1	1	1
100271006	0	1	0	0
100271007	2	0	0	0
100271008	0	0	0	0
100271009	0	0	0	0
100271010	1	1	2	0
100271011	0	0	0	0
100271012	1	3	0	0
100271013	1	0	0	0
100271015	0	0	0	0
100271016	0	0	0	1
100271017	16	3	3	15
100271018	0	0	0	0
100271020	1	0	0	0
100271023	5	2	4	11
100271024	1	3	0	2
100271025	2	5	0	0
100271030	2	3	1	1
100271031	7	1	5	3
100271033	4	3	1	5
100271034	0	0	0	1
100271035	0	0	0	0
100271036	1	0	0	1
100271037	12	5	3	5
100271038	0	2	0	0
100271039	1	2	0	1
100271040	0	0	0	0
100271041	1	2	0	5
100271042	0	0	0	0
100271043	0	1	0	1
100271047	1	0	0	0
100271050	2	7	2	10
100271053	1	0	0	0
100271054	0	0	0	1
100271055	0	0	0	0
100271056	0	0	0	0
100271059	0	0	0	0
100271060	0	0	0	1
100271061	0	0	0	0
100271065	0	0	0	0
100271067	0	0	0	0
100271068	1	1	0	0
100271069	0	0	0	0
100271070	0	0	0	0
100271071	1	0	0	0
100271072	0	0	0	0
100271073	0	0	0	0
100271074	1	0	0	0
100271076	0	1	0	0
100271078	0	0	0	0
100271080	0	0	0	2
100271081	2	3	1	4
100271083	1	1	0	0
100271084	0	0	0	0
100271085	0	0	1	2
100271087	5	1	0	1
100271089	0	0	0	0
100271090	0	0	0	0
100271091	0	0	0	0
100271092	0	0	0	0
100271093	0	0	0	0
100271097	18	29	1	3
100271098	1	0	0	0
100271101	0	3	1	2
100271102	0	0	0	0
100271105	0	1	1	0
100271106	7	5	0	2
100271108	0	1	0	0
100271110	0	0	0	0
100271111	0	0	1	0
100271112	2	3	1	5
100271113	0	0	0	0
100271114	0	72	1	0
100271115	4	1	0	0
100271116	0	0	0	0
100271117	0	0	0	0
100271118	1	0	0	2
100271119	0	1	1	0
100271121	2	4	3	1
100271122	0	0	0	0
100271123	0	0	0	0
100271124	8	7	4	2
100271125	0	0	0	0
100271127	0	0	0	0
100271129	0	0	0	0
100271130	0	0	0	0
100271131	0	0	0	0
100271132	1	0	0	0
100271133	1	0	1	0
100271137	4	0	0	1
100271138	0	0	0	0
100271139	0	0	0	0
100271140	0	0	0	0
100271141	2	0	0	1
100271142	0	0	0	0
100271144	0	1	0	0
100271145	0	0	0	0
100271146	1	0	0	0
100271147	1	0	0	0
100271148	0	0	0	0
100271149	0	0	0	0
100271150	0	0	0	0
100271151	0	0	0	0
100271152	0	0	0	1
100271153	1	0	0	0
100271154	0	0	0	1
100271155	0	0	0	0
100271156	2	0	0	0
100271157	2	5	1	0
100271158	0	5	0	1
100271159	0	0	0	0
100271160	0	0	0	0
100271161	12	0	0	1
100271162	1	1	0	0
100271163	0	0	0	0
100271164	0	0	0	0
100271165	0	0	0	0
100271166	0	0	0	1
100271167	0	0	0	0
100271168	0	0	0	0
100271169	7	4	2	5
100271170	0	1	1	0
100271171	1	0	0	1
100271172	1	1	1	0
100271173	0	0	0	1
100271174	0	0	0	0
100271175	4	3	0	1
100271176	0	0	0	0
100271177	0	0	0	0
100271178	1	5	5	9
100271179	0	0	0	0
100271180	1	3	0	0
100271181	0	0	0	1
100271182	0	0	0	0
100271183	0	0	0	2
100271184	0	0	0	2
100271185	0	0	0	0
100271186	4	2	2	3
100271187	1	0	0	1
100271188	1	0	2	0
100271189	0	1	0	0
100271190	0	0	0	0
100271191	0	0	0	0
100271192	0	0	0	0
100271193	25	119	4	29
100271194	0	0	0	0
100271196	0	0	0	0
100271197	0	0	0	0
100271199	1	2	0	1
100271200	1	0	0	0
100271201	0	1	0	0
100271204	1	0	0	2
100271206	0	1	0	0
100271207	0	0	0	1
100271208	0	0	0	0
100271209	0	0	0	0
100271210	8	3	6	13
100271211	4	5	3	4
100271212	0	0	0	1
100271213	1	0	0	1
100271214	0	0	0	0
100271215	1	0	0	0
100271216	0	0	0	0
100271217	3	0	2	0
100271218	1	1	1	0
100271220	0	0	0	0
100271221	1	1	0	8
100271222	3	0	2	0
100271223	0	0	1	0
100271224	1	1	0	0
100271225	1	0	0	0
100271226	0	0	0	0
100271228	0	0	0	0
100271229	2	0	0	1
100271230	0	0	0	0
100271232	1	2	0	1
100271233	0	0	0	0
100271234	0	0	0	0
100271235	0	0	0	0
100271241	0	0	0	0
100271243	1	0	2	2
100271244	1	0	0	0
100271245	1	2	1	1
100271248	0	2	0	2
100271250	0	1	1	1
100271253	0	0	0	0
100271254	1	0	0	0
100271255	2	0	1	1
100271256	1	0	0	0
100271257	0	0	0	0
100271258	0	0	0	0
100271259	0	0	0	0
100271260	11	7	19	11
100271261	0	0	1	1
100271262	0	0	0	0
100271263	1	0	0	0
100271267	0	0	0	0
100271271	6	7	4	9
100271272	1	0	0	0
100271273	0	0	0	0
100271274	1	2	2	1
100271276	7	1	0	3
100271277	10	4	1	7
100271278	10	4	3	3
100271279	3	2	0	0
100271283	6	5	0	1
100271284	0	0	0	1
100271286	1	3	3	8
100271288	0	0	0	0
100271289	0	0	0	0
100271290	0	0	0	0
100271291	0	0	0	0
100271292	1	1	0	0
100271293	0	0	0	0
100271294	0	0	0	0
100271295	1	1	0	3
100271296	0	0	0	1
100271297	0	0	0	0
100271298	0	1	0	0
100271299	0	0	0	0
100271300	5	3	0	3
100271302	0	0	1	0
100271303	0	0	0	1
100271304	0	0	0	0
100271305	0	0	0	0
100271306	1	0	0	0
100271308	1	1	0	1
100271310	0	1	0	0
100271311	0	1	4	0
100271312	0	1	1	0
100271313	0	1	0	0
100271314	0	1	0	0
100271315	0	0	0	0
100271316	0	0	0	0
100271317	0	0	0	0
100271318	0	1	0	1
100271319	2	0	0	1
100271321	0	0	0	0
100271322	1	0	0	0
100271323	3	1	0	7
100271324	0	0	0	0
100271325	1	0	8	1
100271326	0	0	0	0
100271327	1	1	1	5
100271328	0	0	0	1
100271329	0	0	0	0
100271330	0	1	2	2
100271331	0	0	0	1
100271332	1	2	0	1
100271334	0	0	0	0
100271336	0	0	0	0
100271342	0	0	0	1
100271343	8	8	5	6
100271344	0	0	0	0
100271346	0	0	0	0
100271349	0	0	2	2
100271351	0	0	0	0
100271352	1	3	1	0
100271353	1	2	2	3
100271354	0	0	0	0
100271358	3	2	0	7
100271360	0	0	0	0
100271363	0	0	0	0
100271364	0	0	0	2
100271367	4	9	0	5
100271371	0	0	0	0
100271373	0	1	0	1
100271374	13	11	2	16
100271375	0	1	0	0
100271376	0	0	0	0
100271377	3	4	0	3
100271378	0	0	0	0
100271379	0	0	0	0
100271380	0	0	0	0
100271381	0	0	0	0
100271383	1	0	0	2
100271384	0	0	0	0
100271385	0	0	0	0
100271386	3	1	0	0
100271387	0	0	0	0
100271388	0	0	0	0
100271389	0	0	0	0
100271390	7	2	1	9
100271391	0	0	0	0
100271392	14	5	1	14
100271393	0	0	0	0
100271394	0	0	0	0
100271395	0	0	0	0
100271398	0	0	0	0
100271399	1	1	1	1
100271400	1	1	0	0
100271401	0	0	0	0
100271402	0	0	0	0
100271404	0	0	0	0
100271405	1	0	0	0
100271406	0	0	0	0
100271407	0	0	0	0
100271408	0	0	1	0
100271410	1	0	0	0
100271411	0	0	0	0
100271413	1	0	0	1
100271414	0	0	0	0
100271415	6	5	0	2
100271416	1	0	2	3
100271417	2	2	3	5
100271419	0	0	0	0
100271420	0	0	0	0
100271421	0	0	0	0
100271422	11	12	12	5
100271423	2	2	2	1
100271424	0	0	0	0
100271425	9	8	9	7
100271427	5	11	1	2
100271428	0	0	0	0
100271429	0	2	0	0
100271430	3	3	3	0
100271433	0	0	0	0
100271434	0	0	0	0
100271435	0	0	0	0
100271437	2	0	1	2
100271438	1	5	4	0
100271439	0	0	0	2
100271440	1	0	0	0
100271441	0	0	0	0
100271443	1	1	0	0
100271444	6	3	2	2
100271445	0	1	0	1
100271446	36	28	17	36
100271447	0	1	0	0
100271448	1	2	0	0
100271449	0	0	0	0
100271451	0	1	0	0
100271452	0	0	0	0
100271453	0	0	0	0
100271455	0	0	0	0
100271456	1	0	0	0
100271457	0	0	0	0
100271458	0	0	0	0
100271459	1	0	0	2
100271460	4	5	0	2
100271461	0	0	0	0
100271462	0	0	0	0
100271465	1	0	0	3
100271466	0	0	0	0
100271467	4	3	10	1
100271469	0	0	0	0
100271470	0	0	0	0
100271471	6	2	4	1
100271472	0	0	0	0
100271474	0	0	0	0
100271475	0	0	0	0
100271476	3	15	2	5
100271477	0	0	0	0
100271478	0	0	0	0
100271479	37	148	22	72
100271480	1	0	0	0
100271481	0	0	0	0
100271482	0	3	3	1
100271483	0	0	0	0
100271485	0	0	0	3
100271486	0	0	0	0
100271487	3	2	0	1
100271488	1	4	1	3
100271489	0	0	0	0
100271490	0	0	1	0
100271491	1	1	3	0
100271492	2	0	0	1
100271493	6	8	7	2
100271494	0	0	0	0
100271495	0	0	0	1
100271498	2	1	0	0
100271499	0	0	0	0
100271503	0	0	0	0
100271506	0	0	0	0
100271507	0	0	0	0
100271508	0	2	0	3
100271509	4	4	0	5
100271510	0	0	0	0
100271511	11	0	10	9
100271512	2	0	0	1
100271513	1	0	0	0
100271516	0	0	0	0
100271517	0	0	0	0
100271518	0	0	0	1
100271520	0	0	0	0
100271521	3	1	0	0
100271522	1	0	0	2
100271523	0	0	0	0
100271525	0	0	0	0
100271526	11	16	4	10
100271529	5	15	1	5
100271530	1	0	0	0
100271531	22	42	5	94
100271533	0	0	0	0
100271534	1	1	1	0
100271535	1	1	0	3
100271536	0	0	0	0
100271537	0	1	0	0
