GENE	104307-001-001R	104307-001-072	104307-001-040	104307-001-081	104307-001-033	104307-001-049	104307-001-089	104307-001-009	104307-001-065	104307-001-017	104307-001-025	104307-001-057
ENSG00000016391.10	1154	540	1047	1591	1242	591	1094	963	1333	2455	702	458
ENSG00000016402.13	15	14	28	70	125	5	12	76	30	20	9	11
ENSG00000016490.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016864.18	389	273	324	847	577	147	490	326	626	534	293	48
ENSG00000017260.19	538	527	934	468	995	334	348	891	654	689	823	311
ENSG00000017427.16	1503	665	1576	1822	1009	1158	999	1141	966	2307	897	726
ENSG00000017483.14	73	89	32	3	33	4	7	11	32	12	189	0
ENSG00000017797.12	1653	984	1072	1052	1418	859	1179	1735	1093	1301	1511	828
ENSG00000018189.12	1337	1923	1197	839	562	1980	1252	1478	740	1110	1352	1659
ENSG00000018236.14	3	9	39	9	121	52	6	45	43	19	69	3
ENSG00000018280.16	728	88	67	173	62	60	39	534	87	113	174	27
ENSG00000018408.14	729	1056	2611	618	1942	448	342	2464	1178	1184	2936	360
ENSG00000018510.14	384	726	830	469	655	567	577	570	665	864	1023	711
ENSG00000018607.6	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610.14	83	93	127	113	157	86	97	131	127	210	205	58
ENSG00000018625.14	55	0	103	161	231	1	0	102	82	36	12	0
ENSG00000018699.12	256	355	178	269	348	229	243	134	200	283	243	225
ENSG00000018869.16	16	60	20	31	32	4	31	0	39	66	43	7
ENSG00000019102.11	79	236	170	80	275	27	21	110	467	201	130	28
ENSG00000019144.18	805	632	674	598	1558	98	167	1289	949	945	2165	88
ENSG00000019169.10	359	386	69	888	104	44	1599	104	313	56	107	52
ENSG00000019186.9	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000019485.13	130	120	155	149	176	26	58	302	145	160	255	31
ENSG00000019505.7	47	238	192	49	249	8	18	204	99	132	512	99
ENSG00000019549.11	23	62	612	54	136	12	20	565	96	29	316	18
ENSG00000019582.14	16284	8667	14410	4974	19043	3824	2590	22505	15651	12005	24885	2957
ENSG00000019991.16	725	426	1383	378	1971	223	241	1282	1441	720	855	135
ENSG00000019995.6	460	693	1008	497	695	690	630	1265	681	717	1464	723
ENSG00000020129.15	107	400	219	141	126	172	186	307	130	176	385	158
ENSG00000020181.17	483	319	1207	378	1523	91	70	1366	749	528	1367	57
ENSG00000020219.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256.19	243	219	105	254	206	107	248	201	112	207	99	70
ENSG00000020426.10	165	114	88	84	118	101	79	117	89	93	86	29
ENSG00000020577.13	997	1147	2571	615	1373	2137	662	2577	1168	1581	2324	1774
ENSG00000020633.18	257	292	1054	44	613	174	96	2557	703	379	1389	65
ENSG00000020922.12	187	110	141	156	238	130	164	268	200	314	161	58
ENSG00000021300.13	21	36	111	168	186	0	40	93	118	134	128	5
ENSG00000021355.12	763	5704	948	396	749	5030	778	1415	1340	956	1275	3984
ENSG00000021461.16	73	14	99	59	74	30	56	27	116	170	1	15
ENSG00000021488.12	230	68	145	143	111	115	203	91	159	336	193	85
ENSG00000021574.12	140	181	193	138	266	157	166	197	188	198	214	162
ENSG00000021645.18	240	67	49	21	76	135	12	179	86	158	120	70
ENSG00000021762.19	279	142	334	120	420	42	59	427	126	183	421	18
ENSG00000021776.10	347	478	447	345	358	173	149	480	364	374	594	135
ENSG00000021826.15	27892	11203	32974	12500	31276	17486	8595	19066	32453	35827	4980	12830
ENSG00000021852.12	3246	5258	6741	7629	5964	5701	7599	2187	6840	10535	3539	5243
ENSG00000022267.16	524	175	1195	447	874	168	129	1284	674	616	884	151
ENSG00000022277.12	206	283	328	233	298	163	205	290	304	335	463	159
ENSG00000022355.16	0	0	0	0	0	2	0	0	0	2	0	0
ENSG00000022556.15	28	19	8	19	18	16	17	55	3	2	0	0
ENSG00000022567.9	180	103	224	67	273	46	22	341	137	140	177	34
ENSG00000022840.15	2378	2949	3059	1227	2171	3358	1840	3244	2005	2269	5290	4081
ENSG00000022976.15	295	85	130	325	254	38	110	135	176	307	42	19
ENSG00000023041.11	258	428	320	323	408	217	284	319	345	420	433	324
ENSG00000023171.17	232	201	512	306	541	84	54	709	238	212	513	78
ENSG00000023191.16	1900	1086	1508	1796	1444	1243	1666	1822	1328	1549	2105	1116
ENSG00000023228.13	979	1069	1556	1391	1543	1059	1046	1135	1612	1578	1099	923
ENSG00000023287.12	2367	1096	1866	1485	1478	1694	1539	2190	1347	1703	2308	1776
ENSG00000023318.7	977	975	1144	1018	999	734	786	655	929	1016	1114	718
ENSG00000023330.14	3429	1545	7268	3531	4053	1486	1706	4220	4184	4708	4097	1101
ENSG00000023445.13	1992	5098	4749	556	1521	2854	4625	4280	1733	1253	4435	2270
ENSG00000023516.8	274	221	463	176	751	132	222	336	426	487	479	99
ENSG00000023572.9	108	172	194	76	171	281	211	104	204	198	178	246
ENSG00000023608.4	84	101	94	17	116	64	41	201	53	79	186	82
ENSG00000023697.12	346	263	464	556	408	376	395	282	518	606	257	355
ENSG00000023734.10	523	1465	1768	544	1048	939	851	1394	1111	898	2054	910
ENSG00000023839.11	4820	1898	2488	4480	2131	6338	7886	2577	2972	4820	1943	7588
ENSG00000023892.10	423	130	112	92	152	49	105	281	176	168	240	15
ENSG00000023902.13	842	890	703	302	701	378	243	1658	577	551	2947	326
ENSG00000023909.9	990	1837	1924	613	1220	2509	1086	1034	1476	1328	1547	1888
ENSG00000024048.10	1216	647	742	967	1013	401	500	760	846	1215	714	374
ENSG00000024422.11	534	337	744	352	776	64	148	827	515	410	942	72
ENSG00000024526.16	0	17	8	12	2	0	0	0	1	2	0	0
ENSG00000024862.17	311	157	384	320	444	233	377	354	400	673	169	200
ENSG00000025039.14	302	123	229	228	179	95	233	335	131	163	161	79
ENSG00000025156.12	102	61	161	80	91	41	81	171	61	99	283	43
ENSG00000025293.16	998	412	812	626	870	384	489	1284	633	718	1147	210
ENSG00000025423.11	1061	4607	4879	6298	3880	8707	6251	709	8725	6540	2508	8870
ENSG00000025434.18	1343	403	533	1041	636	549	1392	653	829	918	346	303
ENSG00000025708.13	3626	2576	787	852	1107	918	1200	2067	1095	1653	1264	678
ENSG00000025770.18	372	462	493	346	475	434	393	605	409	453	662	382
ENSG00000025772.7	138	524	423	238	291	207	268	413	367	241	585	187
ENSG00000025796.13	2727	2130	2868	1851	2156	1566	1728	2248	1733	1658	2929	1628
ENSG00000025800.13	251	241	323	276	159	150	64	441	123	222	483	73
ENSG00000026025.15	10178	7097	15257	4153	14756	1337	1279	30221	10915	9060	24097	1285
ENSG00000026036.22	0	0	2	0	0	0	0	0	3	0	0	0
ENSG00000026103.21	284	395	321	135	295	129	202	345	358	453	282	138
ENSG00000026297.15	125	35	49	40	55	23	5	183	82	42	127	16
ENSG00000026508.18	653	3596	3259	183	1425	346	210	4246	1552	1134	4625	568
ENSG00000026559.13	0	81	10	3	16	2	0	0	3	9	90	0
ENSG00000026652.13	357	78	191	59	191	27	39	471	72	168	268	53
ENSG00000026751.16	212	281	237	19	191	117	41	583	255	161	298	55
ENSG00000026950.16	695	233	194	328	653	33	94	689	430	551	230	59
ENSG00000027001.9	154	167	182	216	320	105	88	159	214	215	135	93
ENSG00000027075.14	445	180	442	123	306	95	95	679	187	287	816	68
ENSG00000027644.4	0	0	0	0	4	1	0	0	0	4	0	0
ENSG00000027697.14	1286	3180	1510	970	1115	1678	1053	1944	1295	1511	2414	1265
ENSG00000027847.13	439	239	173	299	258	102	150	210	156	290	229	104
ENSG00000027869.11	183	104	10	29	162	1	31	89	205	175	95	11
ENSG00000028116.17	418	297	274	279	351	121	207	308	270	375	198	70
ENSG00000028137.18	2081	1494	1983	729	1699	1106	555	3993	1579	1686	3163	441
ENSG00000028203.17	706	766	983	536	918	439	478	598	596	690	860	474
ENSG00000028277.21	316	260	170	184	125	139	189	399	225	134	376	126
ENSG00000028310.17	1287	628	332	645	533	201	408	789	473	595	539	111
ENSG00000028528.14	1129	1275	1644	1429	1466	1489	1708	1818	1659	1490	2008	1484
ENSG00000028839.9	133	209	175	124	123	161	109	235	163	170	235	155
ENSG00000029153.14	258	1195	734	97	358	902	292	728	383	401	883	460
ENSG00000029363.16	1405	1327	1868	808	1386	606	661	1706	930	1249	1899	579
ENSG00000029364.11	668	890	825	796	829	730	934	693	1115	891	542	560
ENSG00000029534.20	56	0	5	8	13	9	12	23	18	46	21	14
ENSG00000029559.6	0	0	2	10	0	0	0	0	0	0	0	3
ENSG00000029639.10	232	124	107	186	121	71	102	55	147	178	61	48
ENSG00000029725.16	848	1039	949	646	1052	611	654	1220	893	935	1167	517
ENSG00000029993.14	1007	931	570	548	430	637	680	636	571	623	400	418
ENSG00000030066.13	506	510	362	345	301	200	380	414	404	351	572	217
ENSG00000030110.12	215	388	279	91	130	284	73	559	182	135	670	227
ENSG00000030304.13	19	0	2	30	18	12	18	1	6	14	1	0
ENSG00000030419.16	12	7	29	26	0	42	16	37	21	51	40	12
ENSG00000030582.17	4070	1490	1885	2313	2193	1266	1428	3792	2308	2857	2847	1145
ENSG00000031003.10	441	458	625	222	486	343	162	568	393	397	911	325
ENSG00000031081.10	423	485	740	174	471	120	142	1144	325	311	1769	88
ENSG00000031691.6	62	30	21	27	46	6	28	42	24	62	28	5
ENSG00000031698.12	1458	3805	2756	1134	1570	1388	2562	1990	1514	1334	4144	1931
ENSG00000031823.14	720	705	687	481	427	473	527	1008	485	715	1020	395
ENSG00000032219.18	1723	431	1029	1667	1372	775	1100	1422	1230	1694	1426	960
ENSG00000032389.12	389	261	158	334	133	110	258	210	149	193	83	97
ENSG00000032444.16	1875	749	693	831	571	886	1163	1201	686	1096	1427	811
ENSG00000032742.17	735	338	250	426	411	205	388	229	398	680	165	135
ENSG00000033011.12	275	337	220	536	344	231	373	381	281	447	231	190
ENSG00000033030.13	425	583	384	523	353	233	571	786	354	465	525	245
ENSG00000033050.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000033100.16	687	616	430	437	302	654	442	546	426	382	976	517
ENSG00000033122.18	66	7	121	51	276	34	24	20	62	131	80	16
ENSG00000033170.16	305	111	106	113	183	71	40	172	161	150	151	36
ENSG00000033178.12	407	739	717	324	640	328	238	562	460	543	847	266
ENSG00000033327.12	782	208	765	222	301	209	78	1021	238	472	908	98
ENSG00000033627.16	1407	753	785	783	840	1362	913	991	869	1283	911	1091
ENSG00000033800.13	716	438	571	659	745	284	438	1128	531	690	736	232
ENSG00000033867.16	245	545	558	205	541	159	138	770	333	397	768	75
ENSG00000034053.14	55	32	79	20	98	38	20	179	48	105	85	40
ENSG00000034152.18	1356	3054	3521	1206	1659	6144	1550	5236	2290	1714	3875	5988
ENSG00000034239.10	7	0	5	4	13	10	4	0	7	7	12	0
ENSG00000034510.5	9302	4374	3673	1570	3792	1884	2122	9970	2962	3553	7419	2425
ENSG00000034533.11	45	70	52	95	63	21	42	32	89	54	19	43
ENSG00000034677.12	1361	804	1996	996	2230	640	579	2266	1778	2286	2172	460
ENSG00000034693.14	149	172	148	193	203	164	102	96	177	161	175	100
ENSG00000034713.7	410	476	533	259	588	304	542	634	592	537	754	378
ENSG00000034971.16	3	0	0	0	0	5	0	0	0	0	0	0
ENSG00000035115.21	198	261	606	273	826	58	107	477	479	352	489	66
ENSG00000035141.7	468	472	424	610	389	381	840	364	519	594	473	278
ENSG00000035403.17	874	894	2727	696	1958	1284	300	2086	1381	1226	2844	771
ENSG00000035499.12	24	27	56	39	51	27	8	14	47	26	27	37
ENSG00000035664.11	560	562	111	147	100	392	544	271	207	375	245	484
ENSG00000035681.8	449	365	333	244	407	122	196	632	196	259	644	154
ENSG00000035687.9	192	364	475	136	474	142	65	308	340	358	523	71
ENSG00000035720.7	31	13	15	2	64	14	0	25	77	58	35	4
ENSG00000035862.12	1764	891	3302	870	3927	227	380	5240	2198	2087	4540	219
ENSG00000035928.15	885	651	630	775	732	378	671	898	669	912	931	436
ENSG00000036054.12	290	378	728	369	485	338	348	684	477	603	692	259
ENSG00000036257.12	775	1064	1449	621	979	819	565	1379	879	911	1433	777
ENSG00000036448.9	118	0	69	127	89	88	81	39	37	55	11	38
ENSG00000036473.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036530.8	86	33	10	93	33	5	70	50	32	46	21	6
ENSG00000036549.12	503	613	556	460	524	363	399	567	408	522	650	329
ENSG00000036565.14	0	0	0	0	0	7	0	0	6	0	0	0
ENSG00000036672.15	208	72	490	143	220	274	216	359	249	154	350	108
ENSG00000036828.16	0	89	69	126	150	12	0	6	81	51	20	60
ENSG00000037042.8	460	101	209	255	265	57	133	381	101	305	213	43
ENSG00000037241.7	252	194	171	185	124	198	265	370	138	172	177	182
ENSG00000037280.15	439	72	407	288	498	66	197	560	215	367	792	45
ENSG00000037474.14	959	1518	1517	981	850	1082	1111	1314	954	1001	2243	802
ENSG00000037637.10	564	346	352	519	456	366	419	699	319	442	610	299
ENSG00000037749.12	219	370	277	204	418	159	207	397	285	295	573	104
ENSG00000037757.13	785	206	199	406	391	149	386	237	227	509	186	106
ENSG00000037897.16	53	138	70	21	35	63	78	61	81	91	145	7
ENSG00000037965.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000038002.8	262	168	270	190	251	115	143	223	232	433	214	106
ENSG00000038210.12	262	232	267	243	200	193	239	101	303	351	156	106
ENSG00000038219.12	2706	1855	1454	1603	1882	1331	1738	2461	1358	1763	2502	1151
ENSG00000038274.16	351	455	554	346	797	229	237	387	493	689	545	244
ENSG00000038295.7	50	58	119	14	68	36	4	319	31	38	604	33
ENSG00000038358.14	344	445	407	289	237	226	194	592	222	327	643	288
ENSG00000038382.19	1702	1458	3230	1180	996	1195	673	2922	863	1299	3886	875
ENSG00000038427.15	964	2280	1501	181	1430	168	144	2696	766	1432	4778	186
ENSG00000038532.15	794	775	903	810	497	461	773	1126	393	484	1221	389
ENSG00000038945.14	665	39	234	223	323	129	198	435	253	209	210	65
ENSG00000039068.18	1883	2413	5600	1476	3957	1549	1138	3483	3564	2935	4130	1493
ENSG00000039123.15	672	674	626	423	675	338	369	647	510	682	966	388
ENSG00000039139.9	152	12	245	709	194	38	257	269	28	79	54	8
ENSG00000039319.16	597	385	561	228	744	295	226	696	430	505	713	134
ENSG00000039523.19	1008	934	1582	531	939	670	486	1920	675	864	2683	652
ENSG00000039537.13	2169	4041	5192	11027	3762	4625	6171	1925	7951	6826	3166	4441
ENSG00000039560.13	1323	1404	1174	425	871	440	469	1929	504	844	2923	278
ENSG00000039600.10	11	0	0	0	0	16	0	23	1	0	4	2
ENSG00000039650.11	1077	447	315	621	328	263	489	656	383	624	593	332
ENSG00000039987.6	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000040199.18	199	209	321	98	162	143	159	317	286	250	325	184
ENSG00000040275.16	68	63	37	57	28	8	27	8	44	75	136	20
ENSG00000040341.17	555	235	414	392	500	341	392	457	434	549	492	198
ENSG00000040487.12	356	304	160	216	139	206	311	139	263	336	160	124
ENSG00000040531.14	452	145	167	235	145	148	261	254	213	284	144	84
ENSG00000040608.13	330	165	180	64	224	211	59	252	225	209	53	139
ENSG00000040633.12	444	921	1101	236	568	1079	701	1159	547	440	1525	613
ENSG00000040731.10	14	0	0	8	0	13	0	0	0	4	0	1
ENSG00000040933.15	701	293	421	274	557	154	163	516	379	590	437	67
ENSG00000041353.9	22	60	34	30	57	31	29	81	42	67	48	21
ENSG00000041357.15	1475	1611	780	950	714	891	1418	1045	930	978	1140	1073
ENSG00000041515.15	284	18	29	133	42	52	25	97	100	168	58	12
ENSG00000041802.10	758	1261	906	454	465	832	722	925	515	588	1467	521
ENSG00000041880.14	573	180	267	426	297	141	296	354	296	491	176	85
ENSG00000041982.15	132	383	527	142	120	117	138	659	73	653	4576	122
ENSG00000041988.15	120	271	152	168	148	165	242	257	131	139	311	324
ENSG00000042062.11	662	81	187	858	591	64	250	358	363	265	166	23
ENSG00000042088.13	111	60	92	73	187	69	86	54	147	125	101	28
ENSG00000042286.14	868	585	299	333	279	311	775	446	342	527	312	213
ENSG00000042304.11	9	1	0	0	0	7	0	22	1	5	0	0
ENSG00000042317.16	264	70	94	248	186	48	98	165	142	311	47	8
ENSG00000042429.11	16	15	13	16	2	5	4	0	16	20	1	8
ENSG00000042445.13	1079	1553	1596	1319	1661	1764	1522	843	2277	2135	1229	1488
ENSG00000042493.15	885	112	213	120	317	60	71	890	121	202	324	45
ENSG00000042753.11	1403	871	828	1108	819	1177	1566	1199	786	859	1096	1001
ENSG00000042781.12	50	3	14	62	12	85	46	8	24	26	10	31
ENSG00000042813.7	23	0	3	8	1	41	0	6	6	1	3	11
ENSG00000042832.11	48	15	17	17	13	26	87	38	7	8	59	29
ENSG00000042980.12	122	98	160	143	290	11	27	198	159	209	296	28
ENSG00000043039.6	29	29	44	30	42	8	0	41	15	35	21	3
ENSG00000043093.13	334	344	619	392	482	271	338	442	523	627	481	253
ENSG00000043143.20	377	317	499	361	461	122	132	388	229	283	1294	66
ENSG00000043355.11	0	0	0	0	0	5	0	0	0	0	4	0
ENSG00000043462.11	617	591	628	187	576	126	89	990	505	423	1080	90
ENSG00000043514.16	144	207	151	199	203	101	106	192	158	278	206	62
ENSG00000043591.5	0	11	47	0	32	1	5	0	9	12	0	3
ENSG00000044012.3	17	19	13	6	7	9	0	0	6	1	2	11
ENSG00000044090.8	604	222	286	389	420	96	129	358	331	496	220	92
ENSG00000044115.20	2643	3752	5505	1833	3327	2219	1722	4364	2447	2910	6832	2661
ENSG00000044446.11	1652	1064	1287	2298	875	1865	2258	1182	1199	2594	850	1239
ENSG00000044459.14	1049	327	219	792	360	407	658	453	421	874	222	188
ENSG00000044524.10	289	62	945	110	1277	37	24	833	632	316	477	16
ENSG00000044574.7	7213	18123	21257	11006	10319	11812	7610	11312	9913	6552	20832	19759
ENSG00000046604.12	200	641	1534	313	1759	217	242	810	612	746	1786	321
ENSG00000046647.13	170	106	111	189	169	91	202	194	162	179	124	69
ENSG00000046651.14	956	478	548	403	606	187	478	480	438	633	582	175
ENSG00000046653.14	16	28	66	38	43	31	0	65	30	10	60	13
ENSG00000046774.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000046889.18	107	64	214	60	276	19	22	264	83	106	339	31
ENSG00000047056.15	413	401	370	488	192	278	314	391	279	385	343	181
ENSG00000047188.15	607	365	487	571	594	299	382	481	609	627	566	195
ENSG00000047230.14	308	76	253	317	399	94	177	292	335	321	128	56
ENSG00000047249.17	446	251	355	277	438	203	296	621	389	419	614	264
ENSG00000047315.15	484	1167	2081	634	868	705	760	1483	738	990	2285	672
ENSG00000047346.12	528	191	465	668	798	149	488	593	581	829	352	110
ENSG00000047365.11	348	435	1680	305	840	750	295	1234	555	582	1201	393
ENSG00000047410.13	1364	1382	1964	1028	1803	575	822	2098	1209	1218	2401	436
ENSG00000047457.13	38052	35856	43614	27229	36364	24115	26305	13935	34349	53410	20225	21762
ENSG00000047578.12	435	226	396	306	301	219	244	446	207	293	636	131
ENSG00000047579.19	358	339	219	200	253	226	171	462	165	309	391	189
ENSG00000047597.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000047617.14	123	30	189	38	158	35	2	512	54	153	367	5
ENSG00000047621.11	156	262	94	111	144	65	123	156	133	164	101	37
ENSG00000047634.14	728	508	689	602	498	532	479	725	641	1001	901	474
ENSG00000047644.18	300	391	515	173	427	215	167	532	361	293	694	161
ENSG00000047648.21	135	33	56	28	177	24	15	110	75	78	115	19
ENSG00000047662.4	11	0	9	0	0	19	3	0	0	1	11	5
ENSG00000047849.21	2531	2758	4276	2562	3055	2279	2134	4916	2001	2034	5180	2300
ENSG00000047932.13	207	56	53	87	46	30	31	105	38	95	178	27
ENSG00000047936.10	10	0	0	0	0	0	0	0	1	0	0	1
ENSG00000048028.11	147	285	224	189	179	137	188	137	266	302	160	36
ENSG00000048052.21	346	67	431	111	299	109	63	388	188	221	672	42
ENSG00000048140.17	505	496	218	321	353	211	411	321	319	435	450	148
ENSG00000048162.20	496	738	750	204	338	646	719	861	374	223	1252	729
ENSG00000048342.15	120	47	101	110	203	2	29	222	112	133	73	5
ENSG00000048392.11	234	447	400	166	477	219	287	358	254	480	682	238
ENSG00000048405.9	248	429	737	222	462	436	435	686	449	430	882	346
ENSG00000048462.10	0	2	2	0	3	0	0	0	28	2	11	0
ENSG00000048471.13	660	174	277	367	382	212	126	488	290	279	290	123
ENSG00000048540.14	7	0	0	3	5	3	0	0	0	1	0	5
ENSG00000048544.5	316	662	281	430	292	343	446	355	445	338	419	281
ENSG00000048545.13	0	0	0	4	0	4	0	0	1	1	0	0
ENSG00000048649.13	2226	1446	1594	1438	1728	1038	1208	2646	1222	1645	2340	1056
ENSG00000048707.15	1016	924	1492	1436	929	814	953	1723	940	864	1601	431
ENSG00000048740.18	604	159	524	302	495	117	60	515	314	411	639	90
ENSG00000048828.16	1215	2156	2358	1534	1674	1433	1896	2008	1726	1684	2577	1265
ENSG00000048991.16	524	235	227	410	293	178	252	504	340	323	481	100
ENSG00000049089.14	65	42	119	124	188	1	25	53	71	95	114	20
ENSG00000049130.15	89	104	156	44	163	86	3	305	109	77	380	72
ENSG00000049167.14	347	102	103	148	141	62	58	109	129	143	62	29
ENSG00000049192.14	109	24	21	48	47	46	5	63	37	82	83	35
ENSG00000049239.12	6113	7807	3003	6822	2339	9146	8601	3822	3190	5189	2760	4631
ENSG00000049245.12	364	403	793	373	661	183	369	852	580	521	796	241
ENSG00000049246.14	284	147	257	1090	159	153	1362	267	650	457	256	175
ENSG00000049247.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000049249.8	12	243	60	1	27	34	30	187	17	17	78	3
ENSG00000049283.17	0	29	0	29	20	0	8	26	1	2	0	21
ENSG00000049323.15	742	260	1440	634	1342	409	144	1625	1066	747	1234	210
ENSG00000049449.9	523	1307	682	565	713	678	1083	514	562	691	942	657
ENSG00000049540.16	834	70	448	799	1009	170	61	1057	644	881	425	109
ENSG00000049541.10	343	339	295	239	197	241	267	230	307	278	239	173
ENSG00000049618.23	1029	741	1428	748	1308	631	617	1728	786	1093	1357	493
ENSG00000049656.13	2316	1190	988	1359	816	1662	1382	1728	922	1160	1428	1504
ENSG00000049759.17	1180	1551	1875	627	1141	1690	473	2090	898	1592	1384	1783
ENSG00000049768.14	794	1	25	13	10	23	1	441	114	397	99	19
ENSG00000049769.12	53	95	86	40	71	110	57	120	123	87	145	67
ENSG00000049860.13	1863	1191	1600	809	1376	896	725	1326	1361	1718	1503	774
ENSG00000049883.14	109	93	55	146	72	30	36	35	98	123	78	5
ENSG00000050030.14	5	0	4	0	4	20	9	29	6	23	0	15
ENSG00000050130.17	148	252	209	193	352	125	192	326	201	320	270	123
ENSG00000050165.17	321	318	1011	190	1342	83	34	1613	697	682	1627	66
ENSG00000050327.14	369	730	606	208	321	630	248	674	410	400	512	346
ENSG00000050344.8	33	138	214	59	189	21	23	177	114	100	226	8
ENSG00000050393.11	359	241	450	390	436	304	444	375	272	318	342	309
ENSG00000050405.13	849	741	1129	481	861	421	435	1630	722	957	1687	420
ENSG00000050426.15	916	431	366	678	435	264	677	586	493	819	377	117
ENSG00000050438.16	76	21	4	4	30	28	18	66	18	26	59	15
ENSG00000050555.17	1470	746	1752	642	1687	61	205	2646	1256	433	2219	42
ENSG00000050628.20	41	12	24	31	23	8	8	127	13	57	63	13
ENSG00000050730.15	14	85	13	3	31	6	17	396	27	15	13	0
ENSG00000050748.17	262	266	507	402	384	178	329	434	256	341	566	103
ENSG00000050767.16	62	19	38	33	55	42	18	106	35	52	75	23
ENSG00000050820.16	1307	2719	2519	901	1711	2590	1089	2385	1226	1663	3966	2774
ENSG00000051009.10	1246	374	732	808	883	331	347	1016	726	1212	608	177
ENSG00000051108.14	1413	1998	2834	1376	1939	1683	1355	2764	2379	1448	4491	3141
ENSG00000051128.18	33	55	26	14	46	11	16	62	11	15	130	3
ENSG00000051180.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000051341.13	109	0	8	0	2	27	0	1	5	9	0	7
